org,dataset,format,url
frankfurt-am-main,Durchschnittliche Personenanzahl pro Haushalt,CSV,https://offenedaten.frankfurt.de/dcat/dataset/de-he-frankfurtam-durchschnittliche_personenanzahl_pro_haushalt/content.csv
frankfurt-am-main,Wählerinnen und Wähler nach Parteien bei der LTW,CSV,https://offenedaten.frankfurt.de/dcat/dataset/de-he-frankfurtam-waehlerinnen_und_waehler_nach_parteien_bei_der_ltw/content.csv
frankfurt-am-main,Fachabteilungen der Krankenhäuser,CSV,https://offenedaten.frankfurt.de/dcat/dataset/de-he-frankfurtam-fachabteilungen_der_krankenhaeuser/content.csv
frankfurt-am-main,Außenwanderung,CSV,https://offenedaten.frankfurt.de/dcat/dataset/de-he-frankfurtam-aussenwanderung/content.csv
frankfurt-am-main,Stadtbücherei,CSV,https://offenedaten.frankfurt.de/dcat/dataset/de-he-frankfurtam-stadtbuecherei/content.csv
frankfurt-am-main,Gewerbeabmeldungen bis 2017,CSV,https://offenedaten.frankfurt.de/dcat/dataset/de-he-frankfurtam-gewerbeabmeldungen_bis_2017/content.csv
frankfurt-am-main,Bundestagswahl Wahlbeteiligung und Stimmenverteilung nach Geschlecht,CSV,https://offenedaten.frankfurt.de/dcat/dataset/de-he-frankfurtam-bundestagswahl_wahlbeteiligung_und_stimmenverteilung_nach_geschlecht/content.csv
frankfurt-am-main,Bautätigkeit Reinzugang,CSV,https://offenedaten.frankfurt.de/dcat/dataset/de-he-frankfurtam-bautaetigkeit_reinzugang/content.csv
frankfurt-am-main,Berufspendler/-innen (Arbeitsort) ab 2010,CSV,https://offenedaten.frankfurt.de/dcat/dataset/de-he-frankfurtam-berufspendler-innen_arbeitsort_ab_2010/content.csv
frankfurt-am-main,"Niedergelassene Psychiaterinnen und Psychiater, psychologische Psychotherapeutinnen und -therapeuten (Stadtbezirke)",CSV,https://offenedaten.frankfurt.de/dcat/dataset/de-he-frankfurtam-niedergelassene_psychiaterinnen_und_psychiater_psychologische_psychotherapeutinnen_und_-therapeuten_stadtbezirke/content.csv
frankfurt-am-main,Monatliches Gäste- und Übernachtungsaufkommen im Jahresverlauf nach Herkunft,CSV,https://offenedaten.frankfurt.de/dcat/dataset/de-he-frankfurtam-monatliches_gaeste-_und_uebernachtungsaufkommen_im_jahresverlauf_nach_herkunft/content.csv
offenbach-am-main,Bevölkerung nach statistischen Bezirken,CSV,https://offenedaten.offenbach.de/sites/default/files/Bev%C3%B6lkerung_nach%20statBez_2021.csv
offenbach-am-main,Bevölkerung nach statistischen Bezirken,CSV,https://offenedaten.offenbach.de/sites/default/files/Bev%C3%B6lkerung_nach%20statBez_2022.csv
offenbach-am-main,Bevölkerung nach statistischen Bezirken,CSV,https://offenedaten.offenbach.de/sites/default/files/Bev%C3%B6lkerung_nach%20statBez_2023.csv
offenbach-am-main,Zuordnung der Urnenwahlbezirke zu Briefwahlbezirken ab 2021,CSV,https://offenedaten.offenbach.de/sites/default/files/Zuordnung%20Briefwahlbezirke-Wahlbezirke_ab2021.csv
stadt-hanau,INSPIRE Kommunale Boden- und Raumplanung Magistrat der Stadt Hanau,WFS,https://www.geoportal.hessen.de/registry/wfs/754?service=WFS&request=GetCapabilities
stadt-hanau,INSPIRE Kommunale Boden- und Raumplanung Magistrat der Stadt Hanau,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=e352f997-3b92-4381-b4f9-9ac116e0b2eb&type=SERVICE&generateFrom=wfs&wfsid=754
stadt-hanau,Kommunale Boden- und Raumplanung Stadt Hanau,WFS,https://www.geoportal.hessen.de/registry/wfs/753?service=WFS&request=GetCapabilities
stadt-hanau,Kommunale Boden- und Raumplanung Stadt Hanau,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=a5d79261-ff65-4ba9-9d56-3075553f3153&type=SERVICE&generateFrom=wfs&wfsid=753
landkreis-main-taunus,INSPIRE Schulen Main-Taunus-Kreis,WFS,https://www.geoportal.hessen.de/registry/wfs/909?service=WFS&request=GetCapabilities
landkreis-main-taunus,INSPIRE Schulen Main-Taunus-Kreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=955bfdd1-ebc7-42aa-af97-d2cf06473090&type=SERVICE&generateFrom=wfs&wfsid=909
landkreis-main-taunus,Rettungswachen Main-Taunus-Kreis,WFS,https://www.geoportal.hessen.de/registry/wfs/848?service=WFS&request=GetCapabilities
landkreis-main-taunus,Rettungswachen Main-Taunus-Kreis,WFS,https://www.geoportal.hessen.de/registry/wfs/810?service=WFS&request=GetCapabilities
landkreis-main-taunus,Rettungswachen Main-Taunus-Kreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=12c78d79-36b6-432c-a834-cb53ae394135&type=SERVICE&generateFrom=wfs&wfsid=810
landkreis-main-taunus,Rettungswachen Main-Taunus-Kreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=12c78d79-36b6-432c-a834-cb53ae394135&type=SERVICE&generateFrom=wmslayer&layerid=58195
landkreis-main-taunus,INSPIRE Rettungswachen Main-Taunus-Kreis,WFS,https://www.geoportal.hessen.de/registry/wfs/849?service=WFS&request=GetCapabilities
landkreis-main-taunus,INSPIRE Rettungswachen Main-Taunus-Kreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=cf12a181-691a-4815-b274-73aea5cb6ef9&type=SERVICE&generateFrom=wfs&wfsid=849
landkreis-main-taunus,INSPIRE Rettungswachen Main-Taunus-Kreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=cf12a181-691a-4815-b274-73aea5cb6ef9&type=SERVICE&generateFrom=wmslayer&layerid=58198
landkreis-main-taunus,INSPIRE Rettungswachen Main-Taunus-Kreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=cf12a181-691a-4815-b274-73aea5cb6ef9&type=SERVICE&generateFrom=wmslayer&layerid=58197
hochtaunuskreis-der-kreisausschuss,Kommunale Boden- und Raumplanung Hochtaunuskreis - XPlanung,WFS,https://www.geoportal.hessen.de/registry/wfs/828?service=WFS&request=GetCapabilities
hochtaunuskreis-der-kreisausschuss,Kommunale Boden- und Raumplanung Hochtaunuskreis - XPlanung,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=46d3e8f2-c706-4a19-a5eb-2604fbb06c29&type=SERVICE&generateFrom=wfs&wfsid=828
hochtaunuskreis-der-kreisausschuss,Gewerbe- und Industrieflächen Hochtaunuskreis,WFS,https://www.geoportal.hessen.de/registry/wfs/793?service=WFS&request=GetCapabilities
hochtaunuskreis-der-kreisausschuss,Gewerbe- und Industrieflächen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=c7cd7def-dc87-4747-a10c-71f8de86af58&type=SERVICE&generateFrom=wfs&wfsid=793
hochtaunuskreis-der-kreisausschuss,Kindertageseinrichtungen Hochtaunuskreis,WFS,https://www.geoportal.hessen.de/registry/wfs/789?service=WFS&request=GetCapabilities
hochtaunuskreis-der-kreisausschuss,Kindertageseinrichtungen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=5fbcddf9-79ad-4ca2-91da-bdfc8c0c2983&type=SERVICE&generateFrom=wfs&wfsid=789
hochtaunuskreis-der-kreisausschuss,Feuerwehren Hochtaunuskreis,WFS,https://www.geoportal.hessen.de/registry/wfs/794?service=WFS&request=GetCapabilities
hochtaunuskreis-der-kreisausschuss,Feuerwehren Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=c8c12fbc-97c0-4a4e-81a1-eede87456bcd&type=SERVICE&generateFrom=wfs&wfsid=794
hochtaunuskreis-der-kreisausschuss,INSPIRE Kindertageseinrichtungen Hochtaunuskreis,WFS,https://www.geoportal.hessen.de/registry/wfs/790?service=WFS&request=GetCapabilities
hochtaunuskreis-der-kreisausschuss,INSPIRE Kindertageseinrichtungen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=3b9b079e-07fc-46ee-b107-56807f37aca0&type=SERVICE&generateFrom=wfs&wfsid=790
hochtaunuskreis-der-kreisausschuss,INSPIRE Feuerwehren Hochtaunuskreis,WFS,https://www.geoportal.hessen.de/registry/wfs/795?service=WFS&request=GetCapabilities
hochtaunuskreis-der-kreisausschuss,INSPIRE Feuerwehren Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=9091cbcd-64ff-4301-8c54-e6a50d71b9e3&type=SERVICE&generateFrom=wfs&wfsid=795
hochtaunuskreis-der-kreisausschuss,INSPIRE Rettungswachen Hochtaunuskreis,WFS,https://www.geoportal.hessen.de/registry/wfs/784?service=WFS&request=GetCapabilities
hochtaunuskreis-der-kreisausschuss,INSPIRE Rettungswachen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=cb0625eb-789f-42e1-8bff-f0d5e5221e48&type=SERVICE&generateFrom=wfs&wfsid=784
hochtaunuskreis-der-kreisausschuss,INSPIRE Rettungswachen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=cb0625eb-789f-42e1-8bff-f0d5e5221e48&type=SERVICE&generateFrom=wmslayer&layerid=43664
hochtaunuskreis-der-kreisausschuss,INSPIRE Rettungswachen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=cb0625eb-789f-42e1-8bff-f0d5e5221e48&type=SERVICE&generateFrom=wmslayer&layerid=43665
hochtaunuskreis-der-kreisausschuss,Rettungswachen Hochtaunuskreis,WFS,https://www.geoportal.hessen.de/registry/wfs/783?service=WFS&request=GetCapabilities
hochtaunuskreis-der-kreisausschuss,Rettungswachen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=878a3e08-db7d-4b90-bae1-a00192af807d&type=SERVICE&generateFrom=wfs&wfsid=783
hochtaunuskreis-der-kreisausschuss,Rettungswachen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=878a3e08-db7d-4b90-bae1-a00192af807d&type=SERVICE&generateFrom=wmslayer&layerid=43662
hochtaunuskreis-der-kreisausschuss,Rettungswachen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=878a3e08-db7d-4b90-bae1-a00192af807d&type=SERVICE&generateFrom=wmslayer&layerid=43661
hochtaunuskreis-der-kreisausschuss,Schulen Hochtaunuskreis,WFS,https://www.geoportal.hessen.de/registry/wfs/775?service=WFS&request=GetCapabilities
hochtaunuskreis-der-kreisausschuss,Schulen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=660a70f5-dda0-4bfa-901a-ba21c04a0e93&type=SERVICE&generateFrom=wmslayer&layerid=43654
hochtaunuskreis-der-kreisausschuss,Schulen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=660a70f5-dda0-4bfa-901a-ba21c04a0e93&type=SERVICE&generateFrom=wmslayer&layerid=43653
hochtaunuskreis-der-kreisausschuss,INSPIRE Schulen Hochtaunuskreis,WFS,https://www.geoportal.hessen.de/registry/wfs/776?service=WFS&request=GetCapabilities
hochtaunuskreis-der-kreisausschuss,INSPIRE Schulen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=983bc0d2-79e0-42b0-a138-c9ab05520ed3&type=SERVICE&generateFrom=wfs&wfsid=776
hochtaunuskreis-der-kreisausschuss,INSPIRE Schulen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=983bc0d2-79e0-42b0-a138-c9ab05520ed3&type=SERVICE&generateFrom=wmslayer&layerid=43658
hochtaunuskreis-der-kreisausschuss,INSPIRE Schulen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=983bc0d2-79e0-42b0-a138-c9ab05520ed3&type=SERVICE&generateFrom=wmslayer&layerid=43657
hochtaunuskreis-der-kreisausschuss,INSPIRE Schulen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=983bc0d2-79e0-42b0-a138-c9ab05520ed3&type=SERVICE&generateFrom=wmslayer&layerid=43656
hochtaunuskreis-der-kreisausschuss,INSPIRE Schulen Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=983bc0d2-79e0-42b0-a138-c9ab05520ed3&type=SERVICE&generateFrom=wmslayer&layerid=43659
hochtaunuskreis-der-kreisausschuss,INSPIRE Kommunale Boden- und Raumplanung Hochtaunuskreis,WFS,https://www.geoportal.hessen.de/registry/wfs/756?service=WFS&request=GetCapabilities
hochtaunuskreis-der-kreisausschuss,INSPIRE Kommunale Boden- und Raumplanung Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=284800e6-9b53-4cc7-97b8-c16b27056645&type=SERVICE&generateFrom=wfs&wfsid=756
hochtaunuskreis-der-kreisausschuss,INSPIRE Kommunale Boden- und Raumplanung Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=284800e6-9b53-4cc7-97b8-c16b27056645&type=SERVICE&generateFrom=wmslayer&layerid=43701
hochtaunuskreis-der-kreisausschuss,Kommunale Boden- und Raumplanung Hochtaunuskreis,WFS,https://www.geoportal.hessen.de/registry/wfs/755?service=WFS&request=GetCapabilities
hochtaunuskreis-der-kreisausschuss,Kommunale Boden- und Raumplanung Hochtaunuskreis,ATOM,https://geoportal.hessen.de/mapbender/php/mod_inspireDownloadFeed.php?id=4c3d4053-3098-4837-a9f5-e8fef8495880&type=SERVICE&generateFrom=wfs&wfsid=755
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Zeitreihe_Bestand_5.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2026_Q2.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2026_Q1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2025_Q4.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2025_Q3.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2025_Q2.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2025_Q1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2024_Q4_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2024_Q3.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2024_Q2.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2024_Q1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2023_Q4.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2023_Q3_0.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2023_Q2_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2023_Q1_0.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2022_Q4_0.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2022_Q3_0.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2022_Q2_0.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2022_Q1_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2021_Q4_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2021_Q3_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2021_Q2_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2021_Q1_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2020_Q4_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2020_Q3_2.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2020_Q2_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2020_Q1_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2019_Q4_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2019_Q3_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2019_Q2_1.csv
darmstadt,Bevölkerungsbestand,CSV,https://opendata.darmstadt.de/sites/default/files/Bestand_2019_Q1_2.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Zeitreihe_ab_2024_3.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Zeitreihe_Stadt_Wanderungen_4.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Stadtregion_S%C3%BCdhessen_0.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q2_2026.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q1_2026_0.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q4_2025_0.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q3_2025_0.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q2_2025_0.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q1_2025_0.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q4_2024_0.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q3_2024.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q2_2024.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q1_2024.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q4_2023.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q3_2023.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q2_2023.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q1_2023.csv
darmstadt,Bevölkerungswanderung,CSV,https://opendata.darmstadt.de/sites/default/files/Wanderung_Q4_2022_0.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Zr_Auslaender_Alter_2.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_alter_2026_Q2.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_alter_2026_Q1.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2025_Q4_0.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2025_Q3_0.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2025_Q2_0.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2025_Q1_0.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2024_Q4.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2024_Q3.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2024_Q2.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2024_Q1.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2023_Q4.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2023_Q3.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2023_Q2.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2023_Q1.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2022_Q4.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2022_Q3.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2022_Q2.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2022_Q1.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2021_Q4.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2021_Q3.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2021_Q2.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2021_Q1.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_Q4_2020.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2020_Q3.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2020_Q2.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2020_Q1.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2019_Q4.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2019_Q3.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2019_Q2_0.csv
darmstadt,Altersstruktur der ausländischen Bevölkerung,CSV,https://opendata.darmstadt.de/sites/default/files/Aus_Alter_2019_Q1_1.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Zeitreihe_Bestand_Bewegung_6.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2026_Q2.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2026_Q1.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2025_Q4_1.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2025_Q3_1.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2025_Q2_1.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2025_Q1_1.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2024_Q4_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2024_Q3_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2024_Q2_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2024_Q1_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2023_Q4_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2023_Q3_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2023_Q2_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2023_Q1_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2022_Q4_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2022_Q3_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2022_Q2_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2022_Q1_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2021_Q4_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2021_Q3_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2021_Q2_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2021_Q1_1.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2020_Q4_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2020_Q3_0.csv
darmstadt,Bevölkerungsentwicklung,CSV,https://opendata.darmstadt.de/sites/default/files/Beventwicklung_2020_Q2_0.csv
